split,criterion,seed,epoch,Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted F1,Top-3 Acc,Macro Recall@3
balanced,focal_loss,seed_45,12,0.8118,0.8144164369469454,0.8118000000000001,0.8113450381378288,0.8113450381378287,0.9577,0.9577
balanced,focal_loss,seed_45,13,0.8089,0.8073217677428414,0.8089000000000001,0.8065200582217633,0.8065200582217634,0.9554,0.9554
balanced,focal_loss,seed_45,14,0.8131,0.8152044869366776,0.8131,0.8131595151556337,0.8131595151556337,0.9615,0.9615
balanced,focal_loss,seed_45,15,0.7993,0.8058893314802512,0.7993,0.7983878137295815,0.7983878137295813,0.9532,0.9532
balanced,focal_loss,seed_45,16,0.8134,0.8176262626280103,0.8134,0.8132688599647073,0.8132688599647072,0.9601,0.9601000000000001
balanced,focal_loss,seed_45,17,0.8064,0.8096594310481035,0.8064,0.8061560407417188,0.8061560407417189,0.9576,0.9576
balanced,focal_loss,seed_45,18,0.8242,0.8239612613616476,0.8241999999999999,0.8234867848543868,0.8234867848543868,0.964,0.9639999999999999
balanced,focal_loss,seed_45,19,0.8138,0.8218796973444853,0.8138,0.8153485830192462,0.8153485830192462,0.9618,0.9618
balanced,focal_loss,seed_45,20,0.8081,0.8138386753274803,0.8080999999999999,0.8084955192594737,0.8084955192594739,0.9602,0.9602
balanced,focal_loss,seed_255,1,0.5541,0.5841717174397274,0.5541000000000001,0.5398660799632788,0.5398660799632787,0.8607,0.8606999999999999
balanced,focal_loss,seed_255,2,0.6653,0.690751925247598,0.6653,0.6663072514476346,0.6663072514476346,0.9192,0.9192000000000002
balanced,focal_loss,seed_255,3,0.6975,0.7333780893418711,0.6974999999999999,0.6990827842962156,0.6990827842962155,0.929,0.929
balanced,focal_loss,seed_255,4,0.7066,0.7318873478617645,0.7065999999999999,0.7052672639014308,0.7052672639014308,0.9292,0.9291999999999998
balanced,focal_loss,seed_255,5,0.76,0.7659435968389599,0.76,0.7585151527433133,0.758515152743313,0.9458,0.9458000000000002
balanced,focal_loss,seed_255,6,0.739,0.7550617569123261,0.7389999999999999,0.7371287968795525,0.7371287968795526,0.9424,0.9423999999999999
balanced,focal_loss,seed_255,7,0.7499,0.7626024548955318,0.7499,0.7488230898906332,0.7488230898906332,0.9477,0.9477
balanced,focal_loss,seed_255,8,0.7618,0.7721561551809417,0.7618,0.7631802095617188,0.7631802095617188,0.948,0.9480000000000001
balanced,focal_loss,seed_255,9,0.7538,0.769616059088674,0.7538,0.7561428598126892,0.7561428598126892,0.9448,0.9448000000000001
balanced,focal_loss,seed_255,10,0.7743,0.7804046417797149,0.7743,0.7738788209276282,0.7738788209276282,0.9521,0.9521000000000001
balanced,focal_loss,seed_255,11,0.7636,0.7863377351682059,0.7636000000000001,0.7643838315599317,0.7643838315599318,0.947,0.9470000000000001
balanced,focal_loss,seed_255,12,0.7797,0.7916631334030659,0.7797000000000001,0.7813661213334513,0.7813661213334513,0.952,0.952
balanced,focal_loss,seed_255,13,0.7829,0.7896520556862603,0.7829,0.7833816744722581,0.783381674472258,0.9535,0.9534999999999998
balanced,focal_loss,seed_255,14,0.7858,0.803256312827999,0.7858,0.7879605861160988,0.7879605861160988,0.9519,0.9519
balanced,focal_loss,seed_255,15,0.7997,0.8074751734744596,0.7997000000000001,0.8007653233308861,0.8007653233308863,0.9575,0.9574999999999999
balanced,focal_loss,seed_255,16,0.8043,0.8078553664800442,0.8043000000000001,0.8048156406028619,0.8048156406028619,0.9583,0.9583
balanced,focal_loss,seed_255,17,0.8089,0.8110882362027375,0.8089000000000002,0.8090595308748423,0.8090595308748423,0.9607,0.9606999999999999
balanced,focal_loss,seed_255,18,0.8043,0.8093975001719222,0.8043000000000001,0.8054523348186089,0.8054523348186088,0.9584,0.9583999999999999
balanced,focal_loss,seed_255,19,0.8036,0.8085340649711685,0.8036,0.8046003078798909,0.8046003078798912,0.957,0.9570000000000001
balanced,focal_loss,seed_255,20,0.8077,0.8086656059296213,0.8077000000000002,0.8061944619573655,0.8061944619573654,0.9566,0.9566000000000001
balanced,label_smoothing_ce,seed_2,1,0.6117,0.6580682635390886,0.6116999999999999,0.6094310223501129,0.6094310223501129,0.8747,0.8747
balanced,label_smoothing_ce,seed_2,2,0.6854,0.7001923759724492,0.6854,0.678382154886761,0.678382154886761,0.9075,0.9075
balanced,label_smoothing_ce,seed_2,3,0.7243,0.7469140401539682,0.7242999999999999,0.7203592114430459,0.7203592114430459,0.9233,0.9232999999999999
balanced,label_smoothing_ce,seed_2,4,0.7523,0.7669463121526755,0.7523000000000001,0.7495836314641311,0.749583631464131,0.9352,0.9352
balanced,label_smoothing_ce,seed_2,5,0.7626,0.7752687019493876,0.7626000000000001,0.7595410966502435,0.7595410966502434,0.9306,0.9305999999999999
balanced,label_smoothing_ce,seed_2,6,0.7614,0.7684269962509456,0.7614000000000001,0.7577871410408547,0.7577871410408547,0.929,0.9289999999999999
balanced,label_smoothing_ce,seed_2,7,0.7837,0.7947086716237924,0.7836999999999998,0.7830285017316337,0.7830285017316336,0.9444,0.9444000000000001
